"table1.customerid","table1.dominant_gender","table1.max_gender","table2.dominant_size","table2.max_size","table3.last_purchase"
"17929714","Femme","1","37","1","2015-11-01 18:06:19.0"
"17929726","Homme","2","44","2","2015-11-01 18:13:02.0"
"17929728","Femme","1","40","1","2015-11-01 18:07:06.0"
"17929737","Femme","1","37","1","2015-11-01 18:41:16.0"
"17929740","Femme","1","40","1","2015-11-01 18:13:05.0"
"17929740","Femme","1","43","1","2015-11-01 18:13:05.0"
"17929740","Homme","1","40","1","2015-11-01 18:13:05.0"
"17929740","Homme","1","43","1","2015-11-01 18:13:05.0"
"17929741","Enfant","1","26","1","2015-11-01 18:09:12.0"
"17929745","Femme","1","39","1","2015-11-01 18:09:15.0"
"17929748","Homme","1","46","1","2015-11-01 18:11:12.0"
"17929749","Femme","1","41","1","2015-11-01 18:09:11.0"
"17929757","Femme","1","38","1","2015-11-01 18:11:04.0"
"17929758","Femme","3","36","2","2015-11-01 18:17:14.0"
"17929760","Homme","1","44","1","2015-11-01 18:15:12.0"
"17929766","Femme","1","39","1","2015-11-01 18:12:09.0"
"17929769","Femme","1","38","1","2015-11-01 18:14:10.0"
"17929780","Enfant","1","33","1","2015-11-01 18:15:02.0"
"17929795","Femme","1","36","1","2015-11-01 20:17:03.0"
"17929803","Femme","1","39","1","2015-11-01 18:18:08.0"
"17929805","Homme","1","44","1","2015-11-01 18:18:15.0"
"17929816","Enfant","5","27","3","2015-11-01 18:21:09.0"
"17929824","Femme","1","37","1","2015-11-01 18:20:08.0"
"17929826","Femme","1","38","1","2015-11-01 18:22:16.0"
"17929827","Femme","1","42","1","2015-11-01 18:24:08.0"
"17929833","Femme","1","","0","2015-11-01 18:22:11.0"
"17929835","Femme","1","40","1","2015-11-01 18:23:10.0"
"17929836","Sacs","1","","0","2015-11-01 18:24:02.0"
"17929838","Homme","1","41","1","2015-11-01 18:40:19.0"
"17929842","Homme","1","44","1","2015-11-01 18:24:16.0"
"17929844","Enfant","1","30","1","2015-11-01 18:26:19.0"
"17929852","Accessoires","1","41","1","2015-11-01 18:26:08.0"
"17929852","Homme","1","41","1","2015-11-01 18:26:08.0"
"17929860","Femme","1","40","1","2015-11-01 18:29:13.0"
"17929867","Femme","1","40","1","2015-11-01 18:30:05.0"
"17929870","Femme","1","36","1","2015-11-01 18:31:16.0"
"17929888","Femme","1","","0","2015-11-01 18:35:16.0"
"17929896","Femme","1","37","1","2015-11-01 21:26:06.0"
"17929899","Accessoires","3","38","3","2015-11-01 18:34:08.0"
"17929899","Femme","3","38","3","2015-11-01 18:34:08.0"
"17929900","Homme","1","43","1","2015-11-01 18:36:08.0"
"17929905","Femme","1","41","1","2015-11-01 18:36:11.0"
"17929906","Homme","1","","0","2015-11-01 18:35:19.0"
"17929909","Femme","1","40","1","2015-11-01 18:55:19.0"
"17929910","Homme","1","44","1","2015-11-01 18:35:03.0"
"17929914","Femme","1","36","1","2015-11-01 18:36:02.0"
"17929925","Femme","1","","0","2015-11-01 18:42:14.0"
"17929929","Enfant","1","36","1","2015-11-01 18:38:01.0"
"17929935","Homme","1","42","1","2015-11-01 18:40:17.0"
"17929937","Femme","1","36","1","2015-11-01 18:40:04.0"
"17929939","Femme","1","41","1","2015-11-01 18:42:13.0"
"17929959","Femme","1","39","1","2015-11-01 18:48:08.0"
"17929964","Femme","1","41","1","2015-11-01 19:00:18.0"
"17929988","Homme","1","44","1","2015-11-01 18:50:03.0"
"17929989","Femme","1","39","1","2015-11-01 18:47:08.0"
"17929997","Homme","1","44","1","2015-11-01 18:49:09.0"
"17930000","Femme","2","38","2","2015-11-01 19:02:16.0"
"17930008","Homme","1","42","1","2015-11-01 18:49:14.0"
"17930012","Homme","1","","0","2015-11-01 18:53:18.0"
"17930027","Homme","1","44","1","2015-11-01 18:52:14.0"
"17930031","Femme","2","38","2","2015-11-01 18:55:15.0"
"17930033","Femme","2","39","1","2015-11-01 19:17:03.0"
"17930033","Femme","2","40","1","2015-11-01 19:17:03.0"
"17930034","Homme","1","41","1","2015-11-01 18:56:12.0"
"17930053","Enfant","1","25","1","2015-11-01 18:56:11.0"
"17930055","Femme","4","39","4","2015-11-01 18:57:02.0"
"17930073","Femme","1","","0","2015-11-01 18:59:19.0"
"17930077","Homme","1","","0","2015-11-01 19:00:13.0"
"17930096","Homme","1","44","1","2015-11-01 19:02:01.0"
"17930099","Femme","3","37","3","2015-11-01 22:41:01.0"
"17930108","Femme","1","39","1","2015-11-01 19:06:05.0"
"17930115","Femme","2","40","1","2015-11-01 19:05:06.0"
"17930122","Femme","1","38","1","2015-11-01 19:07:19.0"
"17930124","Femme","1","38","1","2015-11-01 19:08:06.0"
"17930126","Homme","1","43","1","2015-11-01 19:10:00.0"
"17930132","Femme","1","37","1","2015-11-01 19:10:06.0"
"17930141","Femme","1","36","1","2015-11-01 19:11:12.0"
"17930146","Femme","1","38","1","2015-11-01 19:11:13.0"
"17930147","Accessoires","1","","0","2015-11-01 19:13:07.0"
"17930170","Femme","1","38","1","2015-11-01 19:47:08.0"
"17930175","Femme","1","36","1","2015-11-01 19:30:18.0"
"17930179","Femme","2","39","2","2015-11-01 19:31:10.0"
"17930201","Homme","2","41","1","2015-11-01 19:19:08.0"
"17930205","Femme","1","39","1","2015-11-01 19:59:13.0"
"17930210","Enfant","1","34","1","2015-11-01 19:23:09.0"
"17930215","Femme","1","38","1","2015-11-01 19:21:19.0"
"17930216","Homme","1","41","1","2015-11-01 19:21:08.0"
"17930244","Sacs","1","","0","2015-11-01 19:24:05.0"
"17930247","Homme","1","43","1","2015-11-01 19:26:09.0"
"17930251","Enfant","1","30","1","2015-11-01 19:30:13.0"
"17930253","Enfant","1","","0","2015-11-01 19:31:03.0"
"17930254","Femme","1","36","1","2015-11-01 19:27:12.0"
"17930275","Femme","1","37","1","2015-11-01 19:30:16.0"
"17930284","Homme","1","43","1","2015-11-01 19:33:15.0"
"17930288","Homme","1","41","1","2015-11-01 19:31:12.0"
"17930299","Femme","1","36","1","2015-11-01 19:36:11.0"
"17930309","Homme","1","45","1","2015-11-01 19:35:02.0"
"17930323","Femme","1","38","1","2015-11-01 19:39:14.0"
"17930326","Femme","1","39","1","2015-11-01 19:38:14.0"
"17930332","Femme","1","40","1","2015-11-01 20:08:00.0"
"17930333","Homme","1","45","1","2015-11-01 19:40:04.0"
"17930334","Femme","2","41","2","2015-11-01 19:57:07.0"
"17930341","Femme","1","40","1","2015-11-01 22:27:03.0"
"17930343","Femme","1","","0","2015-11-01 19:42:17.0"
"17930350","Sacs","1","","0","2015-11-01 19:42:00.0"
"17930354","Homme","1","46","1","2015-11-01 20:40:06.0"
"17930360","Femme","1","37","1","2015-11-01 19:43:09.0"
"17930366","Femme","1","40","1","2015-11-01 19:45:05.0"
"17930373","Femme","1","39","1","2015-11-01 19:46:15.0"
"17930375","Enfant","1","23","1","2015-11-01 19:45:01.0"
"17930376","Femme","1","","0","2015-11-01 19:45:08.0"
"17930377","Accessoires","1","39","1","2015-11-01 19:49:02.0"
"17930377","Femme","1","39","1","2015-11-01 19:49:02.0"
"17930380","Femme","1","40","1","2015-11-01 19:48:10.0"
"17930383","Femme","1","42","1","2015-11-01 19:47:05.0"
"17930396","Enfant","1","35","1","2015-11-01 19:53:10.0"
"17930404","Femme","1","37","1","2015-11-01 19:51:03.0"
"17930411","Femme","1","39","1","2015-11-01 19:57:14.0"
"17930418","Enfant","1","38","1","2015-11-01 19:55:12.0"
"17930443","Femme","1","","0","2015-11-01 19:55:00.0"
"17930452","Femme","1","","0","2015-11-01 19:57:01.0"
"17930455","Femme","2","38","2","2015-11-01 20:03:00.0"
"17930474","Femme","1","39","1","2015-11-01 20:00:18.0"
"17930474","Femme","1","41","1","2015-11-01 20:00:18.0"
"17930474","Homme","1","39","1","2015-11-01 20:00:18.0"
"17930474","Homme","1","41","1","2015-11-01 20:00:18.0"
"17930478","Femme","1","","0","2015-11-01 20:06:12.0"
"17930481","Femme","1","40","1","2015-11-01 20:06:05.0"
"17930495","Femme","2","38","2","2015-11-01 20:23:19.0"
"17930501","Femme","1","38","1","2015-11-01 20:07:08.0"
"17930542","Femme","1","38","1","2015-11-01 20:19:05.0"
"17930550","Femme","3","37","1","2015-11-01 20:15:15.0"
"17930550","Femme","3","38","1","2015-11-01 20:15:15.0"
"17930552","Femme","1","38","1","2015-11-01 20:14:14.0"
"17930564","Enfant","1","","0","2015-11-01 20:59:13.0"
"17930569","Femme","1","40","1","2015-11-01 20:18:09.0"
"17930585","Femme","2","40","2","2015-11-01 20:23:18.0"
"17930586","Femme","1","37","1","2015-11-01 20:21:06.0"
"17930587","Homme","1","42","1","2015-11-01 20:19:16.0"
"17930596","Homme","1","41","1","2015-11-01 20:29:18.0"
"17930602","Femme","2","39","1","2015-11-01 20:30:09.0"
"17930602","Femme","2","40","1","2015-11-01 20:30:09.0"
"17930605","Femme","1","38","1","2015-11-01 20:56:12.0"
"17930611","Femme","1","40","1","2015-11-01 20:33:15.0"
"17930613","Femme","1","38","1","2015-11-01 20:32:14.0"
"17930617","Femme","1","","0","2015-11-01 20:24:18.0"
"17930623","Femme","1","","0","2015-11-01 20:32:13.0"
"17930628","Homme","2","43","2","2015-11-01 22:26:02.0"
"17930630","Femme","2","","0","2015-11-01 20:26:19.0"
"17930633","Homme","1","42","1","2015-11-01 20:28:01.0"
"17930636","Femme","3","40","3","2015-11-01 21:06:14.0"
"17930637","Homme","1","40","1","2015-11-01 20:29:02.0"
"17930638","Enfant","1","21","1","2015-11-01 20:28:11.0"
"17930650","Femme","1","39","1","2015-11-01 20:29:06.0"
"17930652","Femme","2","41","2","2015-11-01 20:30:07.0"
"17930667","Femme","1","37","1","2015-11-01 20:34:03.0"
"17930669","Femme","1","40","1","2015-11-01 20:31:08.0"
"17930672","Femme","1","41","1","2015-11-01 20:32:15.0"
"17930680","Femme","2","38","2","2015-11-01 20:33:03.0"
"17930682","Femme","1","36","1","2015-11-01 20:33:14.0"
"17930683","Femme","1","38","1","2015-11-01 20:33:07.0"
"17930685","Femme","1","38","1","2015-11-01 20:39:16.0"
"17930686","Femme","1","40","1","2015-11-01 20:33:10.0"
"17930692","Accessoires","1","","0","2015-11-01 21:10:04.0"
"17930695","Femme","1","39","1","2015-11-01 20:39:19.0"
"17930698","Femme","3","41","3","2015-11-01 20:33:01.0"
"17930706","Femme","2","39","1","2015-11-01 20:42:15.0"
"17930706","Femme","2","40","1","2015-11-01 20:42:15.0"
"17930711","Enfant","1","26","1","2015-11-01 21:19:11.0"
"17930717","Enfant","1","26","1","2015-11-01 20:40:12.0"
"17930734","Enfant","1","35","1","2015-11-01 20:39:08.0"
"17930743","Homme","1","45","1","2015-11-01 20:40:07.0"
"17930747","Accessoires","1","36","1","2015-11-01 20:44:18.0"
"17930747","Femme","1","36","1","2015-11-01 20:44:18.0"
"17930757","Homme","1","43","1","2015-11-01 20:46:10.0"
"17930797","Homme","1","","0","2015-11-01 23:22:18.0"
"17930805","Homme","1","41","1","2015-11-01 20:50:11.0"
"17930808","Femme","1","39","1","2015-11-01 22:21:14.0"
"17930811","Homme","1","41","1","2015-11-01 20:51:03.0"
"17930814","Femme","1","37","1","2015-11-01 20:53:01.0"
"17930820","Femme","1","36","1","2015-11-01 20:53:05.0"
"17930824","Femme","1","37","1","2015-11-01 20:58:19.0"
"17930830","Femme","1","38","1","2015-11-01 20:54:09.0"
"17930831","Femme","1","39","1","2015-11-01 20:55:19.0"
"17930833","Enfant","1","39","1","2015-11-01 20:58:02.0"
"17930836","Enfant","1","23","1","2015-11-01 20:56:16.0"
"17930847","Femme","1","36","1","2015-11-01 20:59:02.0"
"17930851","Femme","1","38","1","2015-11-01 20:57:06.0"
"17930852","Enfant","1","32","1","2015-11-01 20:59:10.0"
"17930853","Femme","1","37","1","2015-11-01 21:21:00.0"
"17930853","Femme","1","41","1","2015-11-01 21:21:00.0"
"17930853","Homme","1","37","1","2015-11-01 21:21:00.0"
"17930853","Homme","1","41","1","2015-11-01 21:21:00.0"
"17930857","Enfant","1","27","1","2015-11-01 21:11:14.0"
"17930859","Femme","1","40","1","2015-11-01 20:58:11.0"
"17930859","Sacs","1","40","1","2015-11-01 20:58:11.0"
"17930861","Femme","2","37","2","2015-11-01 20:59:19.0"
"17930863","Femme","1","39","1","2015-11-01 20:59:14.0"
"17930871","Femme","2","39","2","2015-11-01 21:06:13.0"
"17930889","Enfant","1","26","1","2015-11-01 21:03:04.0"
"17930893","Femme","1","37","1","2015-11-01 23:01:06.0"
"17930900","Femme","1","40","1","2015-11-01 21:05:08.0"
"17930906","Femme","1","38","1","2015-11-01 21:06:04.0"
"17930907","Enfant","1","39","1","2015-11-01 21:04:13.0"
"17930908","Enfant","1","34","1","2015-11-01 21:09:10.0"
"17930915","Femme","1","37","1","2015-11-01 21:06:04.0"
"17930918","Homme","1","44","1","2015-11-01 21:06:15.0"
"17930925","Femme","1","39","1","2015-11-01 21:07:17.0"
"17930926","Femme","1","39","1","2015-11-01 21:11:08.0"
"17930927","Homme","1","42","1","2015-11-01 21:13:05.0"
"17930934","Femme","1","40","1","2015-11-01 21:09:14.0"
"17930935","Femme","1","38","1","2015-11-01 21:09:13.0"
"17930942","Femme","1","38","1","2015-11-01 21:10:18.0"
"17930952","Enfant","1","38","1","2015-11-01 21:17:09.0"
"17930957","Femme","1","38","1","2015-11-01 21:16:19.0"
"17930959","Femme","1","41","1","2015-11-01 21:13:09.0"
"17930965","Femme","1","36","1","2015-11-01 21:15:19.0"
"17930971","Homme","1","45","1","2015-11-01 22:32:01.0"
"17930985","Femme","1","39","1","2015-11-01 21:15:02.0"
"17930999","Sacs","1","","0","2015-11-01 21:16:15.0"
"17931010","Femme","1","40","1","2015-11-01 21:16:10.0"
"17931019","Femme","1","","0","2015-11-01 21:28:12.0"
"17931022","Enfant","1","33","1","2015-11-01 21:29:09.0"
"17931032","Femme","1","40","1","2015-11-01 21:19:02.0"
"17931033","Homme","2","44","2","2015-11-01 21:20:19.0"
"17931037","Femme","2","36","2","2015-11-01 21:20:15.0"
"17931058","Homme","1","43","1","2015-11-01 21:25:04.0"
"17931068","Femme","1","","0","2015-11-01 21:25:19.0"
"17931076","Femme","1","39","1","2015-11-01 21:28:06.0"
"17931086","Femme","1","39","1","2015-11-01 21:32:01.0"
"17931104","Homme","1","","0","2015-11-01 21:30:16.0"
"17931105","Femme","1","36","1","2015-11-01 21:29:12.0"
"17931116","Homme","1","","0","2015-11-01 21:32:11.0"
"17931120","Femme","1","38","1","2015-11-01 21:33:08.0"
"17931122","Homme","1","40","1","2015-11-01 21:33:03.0"
"17931127","Femme","1","37","1","2015-11-01 21:37:04.0"
"17931137","Femme","2","38","2","2015-11-01 21:35:04.0"
"17931138","Femme","1","38","1","2015-11-01 21:48:19.0"
"17931155","Femme","1","38","1","2015-11-01 21:37:08.0"
"17931165","Femme","1","40","1","2015-11-01 21:42:02.0"
"17931172","Femme","1","","0","2015-11-01 21:40:08.0"
"17931176","Homme","1","43","1","2015-11-01 23:06:10.0"
"17931186","Homme","1","41","1","2015-11-01 21:41:08.0"
"17931191","Enfant","1","26","1","2015-11-01 21:41:19.0"
"17931193","Femme","1","39","1","2015-11-01 22:02:05.0"
"17931195","Femme","1","39","1","2015-11-01 21:43:05.0"
"17931205","Femme","1","42","1","2015-11-01 21:45:19.0"
"17931207","Femme","1","38","1","2015-11-01 21:43:00.0"
"17931219","Femme","1","37","1","2015-11-01 21:50:09.0"
"17931220","Femme","1","35","1","2015-11-01 21:47:17.0"
"17931221","Femme","2","38","2","2015-11-01 21:48:08.0"
"17931222","Enfant","1","24","1","2015-11-01 21:45:10.0"
"17931231","Femme","1","40","1","2015-11-01 22:24:02.0"
"17931231","Sacs","1","40","1","2015-11-01 22:24:02.0"
"17931233","Femme","1","39","1","2015-11-01 22:55:16.0"
"17931240","Enfant","1","36","1","2015-11-01 21:47:02.0"
"17931257","Enfant","1","25","1","2015-11-01 21:52:06.0"
"17931259","Femme","1","37","1","2015-11-01 21:50:00.0"
"17931263","Homme","1","42","1","2015-11-01 21:52:19.0"
"17931278","Femme","2","38","1","2015-11-01 21:56:19.0"
"17931281","Femme","1","38","1","2015-11-01 21:55:17.0"
"17931283","Femme","1","36","1","2015-11-01 22:11:10.0"
"17931284","Femme","1","36","1","2015-11-01 21:53:07.0"
"17931287","Femme","1","","0","2015-11-01 22:10:16.0"
"17931298","Femme","1","37","1","2015-11-01 21:58:03.0"
"17931304","Homme","1","46","1","2015-11-01 21:58:08.0"
"17931305","Femme","1","39","1","2015-11-01 21:59:02.0"
"17931318","Femme","1","38","1","2015-11-01 22:01:16.0"
"17931323","Femme","1","38","1","2015-11-01 22:01:13.0"
"17931330","Homme","1","45","1","2015-11-01 22:08:14.0"
"17931333","Femme","1","37","1","2015-11-01 22:05:10.0"
"17931335","Enfant","1","36","1","2015-11-01 22:04:02.0"
"17931341","Femme","1","39","1","2015-11-01 22:04:05.0"
"17931349","Homme","1","44","1","2015-11-01 22:09:17.0"
"17931350","Homme","1","40","1","2015-11-01 22:04:10.0"
"17931364","Homme","1","42","1","2015-11-01 22:07:03.0"
"17931373","Femme","2","40","1","2015-11-01 22:10:08.0"
"17931373","Femme","2","41","1","2015-11-01 22:10:08.0"
"17931376","Homme","1","","0","2015-11-01 22:20:12.0"
"17931378","Homme","1","44","1","2015-11-01 22:10:06.0"
"17931385","Femme","2","38","1","2015-11-01 22:10:14.0"
"17931386","Femme","1","40","1","2015-11-01 22:15:03.0"
"17931389","Homme","1","45","1","2015-11-01 22:31:14.0"
"17931405","Homme","1","44","1","2015-11-01 22:17:08.0"
"17931410","Femme","1","36","1","2015-11-01 22:16:14.0"
"17931417","Femme","1","37","1","2015-11-01 22:18:02.0"
"17931419","Femme","2","38","2","2015-11-01 22:18:18.0"
"17931433","Femme","1","41","1","2015-11-01 22:22:17.0"
"17931441","Homme","1","47","1","2015-11-01 22:26:10.0"
"17931448","Homme","1","42","1","2015-11-01 22:25:01.0"
"17931469","Femme","1","39","1","2015-11-01 22:28:08.0"
"17931472","Homme","1","43","1","2015-11-01 22:29:17.0"
"17931489","Femme","1","40","1","2015-11-01 22:34:19.0"
"17931502","Femme","1","38","1","2015-11-01 22:44:01.0"
"17931512","Femme","1","36","1","2015-11-01 22:38:18.0"
"17931518","Homme","1","41","1","2015-11-01 22:36:15.0"
"17931521","Femme","1","40","1","2015-11-01 22:37:10.0"
"17931528","Femme","1","36","1","2015-11-01 22:41:14.0"
"17931529","Homme","1","41","1","2015-11-01 22:42:09.0"
"17931539","Homme","1","44","1","2015-11-01 22:42:10.0"
"17931542","Femme","1","37","1","2015-11-01 22:39:17.0"
"17931544","Femme","1","39","1","2015-11-01 22:42:14.0"
"17931545","Homme","1","45","1","2015-11-01 22:50:15.0"
"17931548","Enfant","1","","0","2015-11-01 22:48:10.0"
"17931572","Homme","1","43","1","2015-11-01 23:17:00.0"
"17931576","Femme","1","38","1","2015-11-01 22:52:10.0"
"17931577","Femme","1","","0","2015-11-01 22:47:08.0"
"17931583","Enfant","2","23","2","2015-11-01 22:50:10.0"
"17931583","Enfant","2","38","2","2015-11-01 22:50:10.0"
"17931583","Femme","2","23","2","2015-11-01 22:50:10.0"
"17931583","Femme","2","38","2","2015-11-01 22:50:10.0"
"17931586","Accessoires","1","40","1","2015-11-01 22:51:06.0"
"17931586","Homme","1","40","1","2015-11-01 22:51:06.0"
"17931604","Femme","1","39","1","2015-11-01 22:56:11.0"
"17931610","Femme","1","40","1","2015-11-01 22:58:04.0"
"17931615","Femme","1","40","1","2015-11-01 22:58:11.0"
"17931619","Femme","3","39","3","2015-11-01 23:01:11.0"
"17931624","Femme","1","36","1","2015-11-01 23:08:04.0"
"17931625","Femme","1","35","1","2015-11-01 23:00:09.0"
"17931635","Femme","2","38","2","2015-11-01 23:03:19.0"
"17931646","Homme","2","42","1","2015-11-01 23:08:07.0"
"17931646","Homme","2","43","1","2015-11-01 23:08:07.0"
"17931651","Homme","1","45","1","2015-11-01 23:08:04.0"
"17931659","Femme","1","38","1","2015-11-01 23:11:04.0"
"17931671","Femme","2","39","1","2015-11-01 23:15:19.0"
"17931671","Femme","2","40","1","2015-11-01 23:15:19.0"
"17931672","Femme","1","37","1","2015-11-01 23:13:09.0"
"17931673","Homme","4","40","1","2015-11-01 23:13:15.0"
"17931685","Femme","2","40","2","2015-11-01 23:16:13.0"
"17931687","Femme","1","38","1","2015-11-01 23:18:18.0"
"17931699","Femme","1","41","1","2015-11-01 23:25:08.0"
"17931712","Accessoires","3","37","1","2015-11-01 23:36:06.0"
"17931713","Homme","1","45","1","2015-11-01 23:30:11.0"
"17931723","Femme","1","41","1","2015-11-01 23:28:10.0"
"17931727","Femme","2","39","1","2015-11-01 23:51:06.0"
"17931729","Femme","1","38","1","2015-11-01 23:29:04.0"
"17931754","Homme","1","42","1","2015-11-01 23:42:10.0"
"17931755","Femme","1","39","1","2015-11-01 23:38:09.0"
"17931760","Homme","2","44","2","2015-11-01 23:41:03.0"
"17931767","Femme","1","42","1","2015-11-01 23:43:12.0"
"17931792","Femme","1","38","1","2015-11-01 23:50:17.0"
